,pickup_cluster,month,day,hour,dayofweek,count
34,4,1,1,2,4,0.01620745542949757
35,5,1,1,2,4,0.36385737439222043
36,6,1,1,2,4,0.4153160453808752
37,7,1,1,2,4,0.31118314424635335
38,8,1,1,2,4,0.44773095623987036
39,9,1,1,2,4,0.6778768233387358
40,10,1,1,2,4,0.4153160453808752
41,11,1,1,2,4,0.22163695299837927
42,12,1,1,2,4,0.47366288492706643
43,13,1,1,2,4,0.25729335494327393
44,14,1,1,2,4,0.273095623987034
45,15,1,1,2,4,0.2252836304700162
46,16,1,1,2,4,0.3946515397082658
47,17,1,1,2,4,0.45948136142625606
48,18,1,1,2,4,0.5352512155591572
49,19,1,1,2,4,0.2816045380875203
50,20,1,1,2,4,0.5798217179902755
51,21,1,1,2,4,0.7876823338735819
52,22,1,1,2,4,0.22852512155591573
53,23,1,1,2,4,0.4141004862236629
54,24,1,1,2,4,0.034440842787682335
55,25,1,1,2,4,0.23987034035656402
56,26,1,1,2,4,0.013371150729335495
57,27,1,1,2,4,0.5757698541329012
58,28,1,1,2,4,0.32576985413290116
59,29,1,1,2,4,0.23987034035656402
60,0,1,1,3,4,0.586709886547812
61,1,1,1,3,4,0.0619935170178282
62,2,1,1,3,4,0.413290113452188
63,3,1,1,3,4,0.37074554294975687
64,4,1,1,3,4,0.017017828200972446
65,5,1,1,3,4,0.40964343598055103
66,6,1,1,3,4,0.3006482982171799
67,7,1,1,3,4,0.2240680713128039
68,8,1,1,3,4,0.5794165316045381
69,9,1,1,3,4,0.6600486223662885
70,10,1,1,3,4,0.3695299837925446
71,11,1,1,3,4,0.2098865478119935
72,12,1,1,3,4,0.3326580226904376
73,13,1,1,3,4,0.27228525121555913
74,14,1,1,3,4,0.3326580226904376
75,15,1,1,3,4,0.2613452188006483
76,16,1,1,3,4,0.3107779578606159
77,17,1,1,3,4,0.3334683954619125
78,18,1,1,3,4,0.41693679092382496
79,19,1,1,3,4,0.21191247974068073
80,20,1,1,3,4,0.5113452188006483
81,21,1,1,3,4,0.6770664505672609
82,22,1,1,3,4,0.20421393841166938
83,23,1,1,3,4,0.34562398703403563
84,24,1,1,3,4,0.04659643435980551
85,25,1,1,3,4,0.2098865478119935
86,26,1,1,3,4,0.01985413290113452
87,27,1,1,3,4,0.4866288492706645
88,28,1,1,3,4,0.16045380875202594
89,29,1,1,3,4,0.2585089141004862
90,0,1,1,4,4,0.41247974068071314
91,1,1,1,4,4,0.06685575364667747
92,2,1,1,4,4,0.2552674230145867
93,3,1,1,4,4,0.38371150729335496
94,4,1,1,4,4,0.007698541329011345
95,5,1,1,4,4,0.45502431118314424
96,6,1,1,4,4,0.19692058346839547
97,7,1,1,4,4,0.2508103727714749
98,8,1,1,4,4,0.5311993517017828
99,9,1,1,4,4,0.6393841166936791
100,10,1,1,4,4,0.22204213938411668
101,11,1,1,4,4,0.1746353322528363
102,12,1,1,4,4,0.21677471636953
103,13,1,1,4,4,0.2560777957860616
104,14,1,1,4,4,0.28444084278768234
105,15,1,1,4,4,0.1867909238249595
106,16,1,1,4,4,0.19165316045380876
107,17,1,1,4,4,0.28282009724473256
108,18,1,1,4,4,0.38857374392220423
109,19,1,1,4,4,0.1539708265802269
110,20,1,1,4,4,0.5449756888168558
111,21,1,1,4,4,0.5652350081037277
112,22,1,1,4,4,0.163290113452188
113,23,1,1,4,4,0.18030794165316044
114,24,1,1,4,4,0.03727714748784441
115,25,1,1,4,4,0.3209076175040519
116,26,1,1,4,4,0.02025931928687196
117,27,1,1,4,4,0.26823338735818475
118,28,1,1,4,4,0.08103727714748785
119,29,1,1,4,4,0.20623987034035657
120,0,1,1,5,4,0.19813614262560778
121,1,1,1,5,4,0.07617504051863858
122,2,1,1,5,4,0.15842787682333873
123,3,1,1,5,4,0.3233387358184765
124,4,1,1,5,4,0.006888168557536467
125,5,1,1,5,4,0.3156401944894652
126,6,1,1,5,4,0.10737439222042139
127,7,1,1,5,4,0.1859805510534846
128,8,1,1,5,4,0.3695299837925446
129,9,1,1,5,4,0.5733387358184765
130,10,1,1,5,4,0.12236628849270664
131,11,1,1,5,4,0.16612641815235007
132,12,1,1,5,4,0.1126418152350081
133,13,1,1,5,4,0.18557536466774716
134,14,1,1,5,4,0.25243111831442466
135,15,1,1,5,4,0.11183144246353323
136,16,1,1,5,4,0.11709886547811993
137,17,1,1,5,4,0.27836304700162073
138,18,1,1,5,4,0.2880875202593193
139,19,1,1,5,4,0.09724473257698542
140,20,1,1,5,4,0.44489465153970825
141,21,1,1,5,4,0.3123987034035656
142,22,1,1,5,4,0.1280388978930308
143,23,1,1,5,4,0.09319286871961102
144,24,1,1,5,4,0.029983792544570502
145,25,1,1,5,4,0.30226904376012964
146,26,1,1,5,4,0.02147487844408428
147,27,1,1,5,4,0.17382495948136142
148,28,1,1,5,4,0.03687196110210697
149,29,1,1,5,4,0.10210696920583469
150,0,1,1,6,4,0.0846839546191248
151,1,1,1,6,4,0.04376012965964344
152,2,1,1,6,4,0.09319286871961102
153,3,1,1,6,4,0.13816855753646679
154,4,1,1,6,4,0.028768233387358184
155,5,1,1,6,4,0.130064829821718
156,6,1,1,6,4,0.05348460291734198
157,7,1,1,6,4,0.10980551053484602
158,8,1,1,6,4,0.17909238249594814
159,9,1,1,6,4,0.2848460291734198
160,10,1,1,6,4,0.04538087520259319
161,11,1,1,6,4,0.07293354943273905
162,12,1,1,6,4,0.05672609400324149
163,13,1,1,6,4,0.06969205834683954
164,14,1,1,6,4,0.10494327390599675
165,15,1,1,6,4,0.04862236628849271
166,16,1,1,6,4,0.049027552674230146
167,17,1,1,6,4,0.2005672609400324
168,18,1,1,6,4,0.14789303079416533
169,19,1,1,6,4,0.05672609400324149
170,20,1,1,6,4,0.2479740680713128
171,21,1,1,6,4,0.17625607779578606
172,22,1,1,6,4,0.07252836304700162
173,23,1,1,6,4,0.044975688816855756
174,24,1,1,6,4,0.019448946515397084
175,25,1,1,6,4,0.18841166936790923
176,26,1,1,6,4,0.011750405186385737
177,27,1,1,6,4,0.08549432739059967
178,28,1,1,6,4,0.019043760129659644
179,29,1,1,6,4,0.04173419773095624
180,0,1,1,7,4,0.07090761750405186
181,1,1,1,7,4,0.03322528363047002
182,2,1,1,7,4,0.08549432739059967
183,3,1,1,7,4,0.08103727714748785
184,4,1,1,7,4,0.028363047001620744
185,5,1,1,7,4,0.10494327390599675
186,6,1,1,7,4,0.044975688816855756
187,7,1,1,7,4,0.07252836304700162
188,8,1,1,7,4,0.07374392220421394
189,9,1,1,7,4,0.16491085899513777
190,10,1,1,7,4,0.040113452188006486
191,11,1,1,7,4,0.05713128038897893
192,12,1,1,7,4,0.05672609400324149
193,13,1,1,7,4,0.05429497568881685
194,14,1,1,7,4,0.10696920583468396
195,15,1,1,7,4,0.02957860615883306
196,16,1,1,7,4,0.05915721231766612
197,17,1,1,7,4,0.1012965964343598
198,18,1,1,7,4,0.13452188006482982
199,19,1,1,7,4,0.05672609400324149
200,20,1,1,7,4,0.17585089141004862
201,21,1,1,7,4,0.11831442463533225
202,22,1,1,7,4,0.051053484602917344
203,23,1,1,7,4,0.029983792544570502
204,24,1,1,7,4,0.012560777957860616
205,25,1,1,7,4,0.12560777957860617
206,26,1,1,7,4,0.006482982171799027
207,27,1,1,7,4,0.0526742301458671
208,28,1,1,7,4,0.02147487844408428
209,29,1,1,7,4,0.03484602917341977
210,0,1,1,8,4,0.07171799027552674
211,1,1,1,8,4,0.025526742301458672
212,2,1,1,8,4,0.09724473257698542
213,3,1,1,8,4,0.048217179902755265
214,4,1,1,8,4,0.03484602917341977
215,5,1,1,8,4,0.10696920583468396
216,6,1,1,8,4,0.04578606158833063
217,7,1,1,8,4,0.06442463533225283
218,8,1,1,8,4,0.057941653160453806
219,9,1,1,8,4,0.11831442463533225
220,10,1,1,8,4,0.04173419773095624
221,11,1,1,8,4,0.04983792544570503
222,12,1,1,8,4,0.05956239870340357
223,13,1,1,8,4,0.0547001620745543
224,14,1,1,8,4,0.0640194489465154
225,15,1,1,8,4,0.02188006482982172
226,16,1,1,8,4,0.07576985413290113
227,17,1,1,8,4,0.05834683954619125
228,18,1,1,8,4,0.1012965964343598
229,19,1,1,8,4,0.046191247974068074
230,20,1,1,8,4,0.13452188006482982
231,21,1,1,8,4,0.08346839546191248
232,22,1,1,8,4,0.05186385737439222
233,23,1,1,8,4,0.04578606158833063
234,24,1,1,8,4,0.011345218800648298
235,25,1,1,8,4,0.10210696920583469
236,26,1,1,8,4,0.008914100486223663
237,27,1,1,8,4,0.06320907617504051
238,28,1,1,8,4,0.023500810372771474
239,29,1,1,8,4,0.031604538087520256
240,0,1,1,9,4,0.07455429497568881
241,1,1,1,9,4,0.04862236628849271
242,2,1,1,9,4,0.10251215559157212
243,3,1,1,9,4,0.04538087520259319
244,4,1,1,9,4,0.0320097244732577
245,5,1,1,9,4,0.10251215559157212
246,6,1,1,9,4,0.0526742301458671
247,7,1,1,9,4,0.05145867098865478
248,8,1,1,9,4,0.04376012965964344
249,9,1,1,9,4,0.09035656401944894
250,10,1,1,9,4,0.05551053484602917
251,11,1,1,9,4,0.029983792544570502
252,12,1,1,9,4,0.07414910858995137
253,13,1,1,9,4,0.06118314424635332
254,14,1,1,9,4,0.058752025931928686
255,15,1,1,9,4,0.012965964343598054
256,16,1,1,9,4,0.0713128038897893
257,17,1,1,9,4,0.05713128038897893
258,18,1,1,9,4,0.08144246353322529
259,19,1,1,9,4,0.046191247974068074
260,20,1,1,9,4,0.09886547811993517
261,21,1,1,9,4,0.09967585089141005
262,22,1,1,9,4,0.03768233387358185
263,23,1,1,9,4,0.05632090761750405
264,24,1,1,9,4,0.006888168557536467
265,25,1,1,9,4,0.1012965964343598
266,26,1,1,9,4,0.011345218800648298
267,27,1,1,9,4,0.06239870340356564
268,28,1,1,9,4,0.027957860615883307
269,29,1,1,9,4,0.027957860615883307
270,0,1,1,10,4,0.11709886547811993
271,1,1,1,10,4,0.031604538087520256
272,2,1,1,10,4,0.12115072933549433
273,3,1,1,10,4,0.05713128038897893
274,4,1,1,10,4,0.0320097244732577
275,5,1,1,10,4,0.10696920583468396
276,6,1,1,10,4,0.07698541329011345
277,7,1,1,10,4,0.07820097244732577
278,8,1,1,10,4,0.027147487844408427
279,9,1,1,10,4,0.0846839546191248
280,10,1,1,10,4,0.07455429497568881
281,11,1,1,10,4,0.018233387358184763
282,12,1,1,10,4,0.10453808752025932
283,13,1,1,10,4,0.08954619124797407
284,14,1,1,10,4,0.06320907617504051
285,15,1,1,10,4,0.013371150729335495
286,16,1,1,10,4,0.08508914100486224
287,17,1,1,10,4,0.06320907617504051
288,18,1,1,10,4,0.12358184764991896
289,19,1,1,10,4,0.059967585089141004
290,20,1,1,10,4,0.09116693679092383
291,21,1,1,10,4,0.12560777957860617
292,22,1,1,10,4,0.04173419773095624
293,23,1,1,10,4,0.07617504051863858
294,24,1,1,10,4,0.007698541329011345
295,25,1,1,10,4,0.1385737439222042
296,26,1,1,10,4,0.03970826580226904
297,27,1,1,10,4,0.09643435980551053
298,28,1,1,10,4,0.060777957860615885
299,29,1,1,10,4,0.029173419773095625
300,0,1,1,11,4,0.19894651539708266
301,1,1,1,11,4,0.04983792544570503
302,2,1,1,11,4,0.17423014586709887
303,3,1,1,11,4,0.09238249594813615
304,4,1,1,11,4,0.02633711507293355
305,5,1,1,11,4,0.1393841166936791
306,6,1,1,11,4,0.11142625607779579
307,7,1,1,11,4,0.1094003241491086
308,8,1,1,11,4,0.03403565640194489
309,9,1,1,11,4,0.11588330632090761
310,10,1,1,11,4,0.11790923824959482
311,11,1,1,11,4,0.01985413290113452
312,12,1,1,11,4,0.13452188006482982
313,13,1,1,11,4,0.1693679092382496
314,14,1,1,11,4,0.04943273905996758
315,15,1,1,11,4,0.013776337115072933
316,16,1,1,11,4,0.13290113452188007
317,17,1,1,11,4,0.09724473257698542
318,18,1,1,11,4,0.18841166936790923
319,19,1,1,11,4,0.06807131280388978
320,20,1,1,11,4,0.14141004862236628
321,21,1,1,11,4,0.18719611021069693
322,22,1,1,11,4,0.03687196110210697
323,23,1,1,11,4,0.12965964343598055
324,24,1,1,11,4,0.00526742301458671
325,25,1,1,11,4,0.1859805510534846
326,26,1,1,11,4,0.04376012965964344
327,27,1,1,11,4,0.1292544570502431
328,28,1,1,11,4,0.0919773095623987
329,29,1,1,11,4,0.031604538087520256
330,0,1,1,12,4,0.27431118314424635
331,1,1,1,12,4,0.0806320907617504
332,2,1,1,12,4,0.24351701782820098
333,3,1,1,12,4,0.1547811993517018
334,4,1,1,12,4,0.014991896272285251
335,5,1,1,12,4,0.1705834683954619
336,6,1,1,12,4,0.1527552674230146
337,7,1,1,12,4,0.1600486223662885
338,8,1,1,12,4,0.02957860615883306
339,9,1,1,12,4,0.15964343598055106
340,10,1,1,12,4,0.21515397082658022
341,11,1,1,12,4,0.018638573743922204
342,12,1,1,12,4,0.1940842787682334
343,13,1,1,12,4,0.2354132901134522
344,14,1,1,12,4,0.048217179902755265
345,15,1,1,12,4,0.014181523500810372
346,16,1,1,12,4,0.16896272285251215
347,17,1,1,12,4,0.1620745542949757
348,18,1,1,12,4,0.2880875202593193
349,19,1,1,12,4,0.0919773095623987
350,20,1,1,12,4,0.22042139384116693
351,21,1,1,12,4,0.27512155591572124
352,22,1,1,12,4,0.05226904376012966
353,23,1,1,12,4,0.18030794165316044
354,24,1,1,12,4,0.006077795786061589
355,25,1,1,12,4,0.29740680713128037
356,26,1,1,12,4,0.023905996758508914
357,27,1,1,12,4,0.2200162074554295
358,28,1,1,12,4,0.14059967585089142
359,29,1,1,12,4,0.039303079416531606
360,0,1,1,13,4,0.3241491085899514
361,1,1,1,13,4,0.03889789303079417
362,2,1,1,13,4,0.2653970826580227
363,3,1,1,13,4,0.22690437601296595
364,4,1,1,13,4,0.02593192868719611
365,5,1,1,13,4,0.19570502431118314
366,6,1,1,13,4,0.19611021069692058
367,7,1,1,13,4,0.18719611021069693
368,8,1,1,13,4,0.03970826580226904
369,9,1,1,13,4,0.17949756888168558
370,10,1,1,13,4,0.2852512155591572
371,11,1,1,13,4,0.023905996758508914
372,12,1,1,13,4,0.22163695299837927
373,13,1,1,13,4,0.30226904376012964
374,14,1,1,13,4,0.0526742301458671
375,15,1,1,13,4,0.02471636952998379
376,16,1,1,13,4,0.1912479740680713
377,17,1,1,13,4,0.23095623987034036
378,18,1,1,13,4,0.3581847649918963
379,19,1,1,13,4,0.08387358184764993
380,20,1,1,13,4,0.2520259319286872
381,21,1,1,13,4,0.2953808752025932
382,22,1,1,13,4,0.049027552674230146
383,23,1,1,13,4,0.2293354943273906
384,24,1,1,13,4,0.0032414910858995136
385,25,1,1,13,4,0.29983792544570503
386,26,1,1,13,4,0.04051863857374392
387,27,1,1,13,4,0.2520259319286872
388,28,1,1,13,4,0.16693679092382496
389,29,1,1,13,4,0.05429497568881685
390,0,1,1,14,4,0.3675040518638574
391,1,1,1,14,4,0.0846839546191248
392,2,1,1,14,4,0.3123987034035656
393,3,1,1,14,4,0.26823338735818475
394,4,1,1,14,4,0.03403565640194489
395,5,1,1,14,4,0.2013776337115073
396,6,1,1,14,4,0.20542949756888168
397,7,1,1,14,4,0.2200162074554295
398,8,1,1,14,4,0.03727714748784441
399,9,1,1,14,4,0.2025931928687196
400,10,1,1,14,4,0.3346839546191248
401,11,1,1,14,4,0.02471636952998379
402,12,1,1,14,4,0.22447325769854132
403,13,1,1,14,4,0.31442463533225284
404,14,1,1,14,4,0.04538087520259319
405,15,1,1,14,4,0.028768233387358184
406,16,1,1,14,4,0.2098865478119935
407,17,1,1,14,4,0.2739059967585089
408,18,1,1,14,4,0.3719611021069692
409,19,1,1,14,4,0.09562398703403566
410,20,1,1,14,4,0.28565640194489467
411,21,1,1,14,4,0.35089141004862234
412,22,1,1,14,4,0.06442463533225283
413,23,1,1,14,4,0.24432739059967584
414,24,1,1,14,4,0.004051863857374392
415,25,1,1,14,4,0.3071312803889789
416,26,1,1,14,4,0.05834683954619125
417,27,1,1,14,4,0.2678282009724473
418,28,1,1,14,4,0.20786061588330632
419,29,1,1,14,4,0.07617504051863858
420,0,1,1,15,4,0.3512965964343598
421,1,1,1,15,4,0.11750405186385737
422,2,1,1,15,4,0.29213938411669366
423,3,1,1,15,4,0.31442463533225284
424,4,1,1,15,4,0.034440842787682335
425,5,1,1,15,4,0.20380875202593193
426,6,1,1,15,4,0.19651539708265803
427,7,1,1,15,4,0.233387358184765
428,8,1,1,15,4,0.034440842787682335
429,9,1,1,15,4,0.2013776337115073
430,10,1,1,15,4,0.3346839546191248
431,11,1,1,15,4,0.02188006482982172
432,12,1,1,15,4,0.26296596434359804
433,13,1,1,15,4,0.3727714748784441
434,14,1,1,15,4,0.046191247974068074
435,15,1,1,15,4,0.02147487844408428
436,16,1,1,15,4,0.19854132901134522
437,17,1,1,15,4,0.2913290113452188
438,18,1,1,15,4,0.3914100486223663
439,19,1,1,15,4,0.10615883306320907
440,20,1,1,15,4,0.2941653160453809
441,21,1,1,15,4,0.3338735818476499
442,22,1,1,15,4,0.0640194489465154
443,23,1,1,15,4,0.28119935170178284
444,24,1,1,15,4,0.005672609400324149
445,25,1,1,15,4,0.3326580226904376
446,26,1,1,15,4,0.07212317666126418
447,27,1,1,15,4,0.273095623987034
448,28,1,1,15,4,0.2098865478119935
449,29,1,1,15,4,0.06726094003241491
450,0,1,1,16,4,0.3140194489465154
451,1,1,1,16,4,0.09967585089141005
452,2,1,1,16,4,0.2913290113452188
453,3,1,1,16,4,0.30915721231766613
454,4,1,1,16,4,0.04578606158833063
455,5,1,1,16,4,0.1932739059967585
456,6,1,1,16,4,0.21272285251215559
457,7,1,1,16,4,0.21353322528363047
458,8,1,1,16,4,0.034440842787682335
459,9,1,1,16,4,0.1912479740680713
460,10,1,1,16,4,0.33225283630470015
461,11,1,1,16,4,0.018233387358184763
462,12,1,1,16,4,0.27228525121555913
463,13,1,1,16,4,0.3760129659643436
464,14,1,1,16,4,0.039303079416531606
465,15,1,1,16,4,0.018638573743922204
466,16,1,1,16,4,0.20016207455429497
467,17,1,1,16,4,0.28363047001620745
468,18,1,1,16,4,0.3581847649918963
469,19,1,1,16,4,0.10170178282009724
470,20,1,1,16,4,0.29821717990275526
471,21,1,1,16,4,0.2884927066450567
472,22,1,1,16,4,0.048217179902755265
473,23,1,1,16,4,0.3038897893030794
474,24,1,1,16,4,0.0024311183144246355
475,25,1,1,16,4,0.3334683954619125
476,26,1,1,16,4,0.053889789303079416
477,27,1,1,16,4,0.2893030794165316
478,28,1,1,16,4,0.22244732576985413
479,29,1,1,16,4,0.059967585089141004
480,0,1,1,17,4,0.30915721231766613
481,1,1,1,17,4,0.10291734197730956
482,2,1,1,17,4,0.276742301458671
483,3,1,1,17,4,0.2852512155591572
484,4,1,1,17,4,0.04659643435980551
485,5,1,1,17,4,0.19692058346839547
486,6,1,1,17,4,0.19448946515397084
487,7,1,1,17,4,0.19854132901134522
488,8,1,1,17,4,0.023905996758508914
489,9,1,1,17,4,0.17909238249594814
490,10,1,1,17,4,0.28322528363047
491,11,1,1,17,4,0.014181523500810372
492,12,1,1,17,4,0.24149108589951376
493,13,1,1,17,4,0.33225283630470015
494,14,1,1,17,4,0.03119935170178282
495,15,1,1,17,4,0.012965964343598054
496,16,1,1,17,4,0.1685575364667747
497,17,1,1,17,4,0.2633711507293355
498,18,1,1,17,4,0.38087520259319285
499,19,1,1,17,4,0.08589951377633712
500,20,1,1,17,4,0.26499189627228525
501,21,1,1,17,4,0.28322528363047
502,22,1,1,17,4,0.04983792544570503
503,23,1,1,17,4,0.2678282009724473
504,24,1,1,17,4,0.0012155591572123178
505,25,1,1,17,4,0.3055105348460292
506,26,1,1,17,4,0.06037277147487844
507,27,1,1,17,4,0.2520259319286872
508,28,1,1,17,4,0.19651539708265803
509,29,1,1,17,4,0.03525121555915721
510,0,1,1,18,4,0.34967585089141007
511,1,1,1,18,4,0.1085899513776337
512,2,1,1,18,4,0.2706645056726094
513,3,1,1,18,4,0.30915721231766613
514,4,1,1,18,4,0.03808752025931929
515,5,1,1,18,4,0.21312803889789303
516,6,1,1,18,4,0.20299837925445705
517,7,1,1,18,4,0.23784440842787682
518,8,1,1,18,4,0.02633711507293355
519,9,1,1,18,4,0.1867909238249595
520,10,1,1,18,4,0.28646677471636955
521,11,1,1,18,4,0.02025931928687196
522,12,1,1,18,4,0.2662074554294976
523,13,1,1,18,4,0.34967585089141007
524,14,1,1,18,4,0.03889789303079417
525,15,1,1,18,4,0.014991896272285251
526,16,1,1,18,4,0.1766612641815235
527,17,1,1,18,4,0.28282009724473256
528,18,1,1,18,4,0.3889789303079417
529,19,1,1,18,4,0.103322528363047
530,20,1,1,18,4,0.29578606158833065
531,21,1,1,18,4,0.3018638573743922
532,22,1,1,18,4,0.053889789303079416
533,23,1,1,18,4,0.29213938411669366
534,24,1,1,18,4,0.004457050243111832
535,25,1,1,18,4,0.3156401944894652
536,26,1,1,18,4,0.08630470016207456
537,27,1,1,18,4,0.3241491085899514
538,28,1,1,18,4,0.18111831442463533
539,29,1,1,18,4,0.04051863857374392
540,0,1,1,19,4,0.38371150729335496
541,1,1,1,19,4,0.10453808752025932
542,2,1,1,19,4,0.29213938411669366
543,3,1,1,19,4,0.3419773095623987
544,4,1,1,19,4,0.04294975688816856
545,5,1,1,19,4,0.21758508914100486
546,6,1,1,19,4,0.22690437601296595
547,7,1,1,19,4,0.2568881685575365
548,8,1,1,19,4,0.027957860615883307
549,9,1,1,19,4,0.20907617504051865
550,10,1,1,19,4,0.2585089141004862
551,11,1,1,19,4,0.023500810372771474
552,12,1,1,19,4,0.24635332252836303
553,13,1,1,19,4,0.3926256077795786
554,14,1,1,19,4,0.033630470016207455
555,15,1,1,19,4,0.013776337115072933
556,16,1,1,19,4,0.20097244732576985
557,17,1,1,19,4,0.3119935170178282
558,18,1,1,19,4,0.4173419773095624
559,19,1,1,19,4,0.10696920583468396
560,20,1,1,19,4,0.3719611021069692
561,21,1,1,19,4,0.3427876823338736
562,22,1,1,19,4,0.05632090761750405
563,23,1,1,19,4,0.32050243111831445
564,24,1,1,19,4,0.0012155591572123178
565,25,1,1,19,4,0.343192868719611
566,26,1,1,19,4,0.06969205834683954
567,27,1,1,19,4,0.34359805510534847
568,28,1,1,19,4,0.18111831442463533
569,29,1,1,19,4,0.032820097244732574
570,0,1,1,20,4,0.35372771474878445
571,1,1,1,20,4,0.11426256077795786
572,2,1,1,20,4,0.2520259319286872
573,3,1,1,20,4,0.31037277147487846
574,4,1,1,20,4,0.04213938411669368
575,5,1,1,20,4,0.21636952998379255
576,6,1,1,20,4,0.1973257698541329
577,7,1,1,20,4,0.2621555915721232
578,8,1,1,20,4,0.02471636952998379
579,9,1,1,20,4,0.2520259319286872
580,10,1,1,20,4,0.22366288492706646
581,11,1,1,20,4,0.01539708265802269
582,12,1,1,20,4,0.19692058346839547
583,13,1,1,20,4,0.37560777957860614
584,14,1,1,20,4,0.028363047001620744
585,15,1,1,20,4,0.015802269043760128
586,16,1,1,20,4,0.18962722852512157
587,17,1,1,20,4,0.3209076175040519
588,18,1,1,20,4,0.3626418152350081
589,19,1,1,20,4,0.08427876823338736
590,20,1,1,20,4,0.373581847649919
591,21,1,1,20,4,0.3585899513776337
592,22,1,1,20,4,0.043354943273905995
593,23,1,1,20,4,0.28565640194489467
594,24,1,1,20,4,0.0028363047001620746
595,25,1,1,20,4,0.37317666126418153
596,26,1,1,20,4,0.04781199351701783
597,27,1,1,20,4,0.3273905996758509
598,28,1,1,20,4,0.14505672609400325
599,29,1,1,20,4,0.02633711507293355
600,0,1,1,21,4,0.276742301458671
601,1,1,1,21,4,0.10980551053484602
602,2,1,1,21,4,0.1932739059967585
603,3,1,1,21,4,0.3055105348460292
604,4,1,1,21,4,0.04294975688816856
605,5,1,1,21,4,0.17544570502431117
606,6,1,1,21,4,0.14991896272285252
607,7,1,1,21,4,0.20461912479740682
608,8,1,1,21,4,0.023500810372771474
609,9,1,1,21,4,0.24108589951377635
610,10,1,1,21,4,0.1786871961102107
611,11,1,1,21,4,0.014181523500810372
612,12,1,1,21,4,0.18071312803889789
613,13,1,1,21,4,0.2840356564019449
614,14,1,1,21,4,0.028363047001620744
615,15,1,1,21,4,0.012155591572123177
616,16,1,1,21,4,0.15680713128038898
617,17,1,1,21,4,0.30429497568881686
618,18,1,1,21,4,0.293354943273906
619,19,1,1,21,4,0.08225283630470016
620,20,1,1,21,4,0.3346839546191248
621,21,1,1,21,4,0.3249594813614263
622,22,1,1,21,4,0.03525121555915721
623,23,1,1,21,4,0.20380875202593193
624,24,1,1,21,4,0.0024311183144246355
625,25,1,1,21,4,0.34683954619124796
626,26,1,1,21,4,0.04092382495948136
627,27,1,1,21,4,0.24230145867098865
628,28,1,1,21,4,0.1053484602917342
629,29,1,1,21,4,0.023095623987034037
630,0,1,1,22,4,0.22771474878444084
631,1,1,1,22,4,0.10494327390599675
632,2,1,1,22,4,0.18314424635332252
633,3,1,1,22,4,0.31158833063209074
634,4,1,1,22,4,0.05348460291734198
635,5,1,1,22,4,0.18273905996758508
636,6,1,1,22,4,0.13614262560777957
637,7,1,1,22,4,0.18962722852512157
638,8,1,1,22,4,0.027552674230145867
639,9,1,1,22,4,0.2662074554294976
640,10,1,1,22,4,0.14627228525121555
641,11,1,1,22,4,0.017017828200972446
642,12,1,1,22,4,0.16693679092382496
643,13,1,1,22,4,0.2799837925445705
644,14,1,1,22,4,0.025121555915721232
645,15,1,1,22,4,0.01053484602917342
646,16,1,1,22,4,0.14059967585089142
647,17,1,1,22,4,0.30915721231766613
648,18,1,1,22,4,0.27512155591572124
649,19,1,1,22,4,0.07212317666126418
650,20,1,1,22,4,0.34562398703403563
651,21,1,1,22,4,0.3006482982171799
652,22,1,1,22,4,0.034440842787682335
653,23,1,1,22,4,0.29213938411669366
654,24,1,1,22,4,0.002025931928687196
655,25,1,1,22,4,0.3833063209076175
656,26,1,1,22,4,0.048217179902755265
657,27,1,1,22,4,0.19773095623987033
658,28,1,1,22,4,0.1085899513776337
659,29,1,1,22,4,0.022285251215559156
660,0,1,1,23,4,0.21961102106969205
661,1,1,1,23,4,0.09927066450567261
662,2,1,1,23,4,0.17341977309562398
663,3,1,1,23,4,0.3427876823338736
664,4,1,1,23,4,0.053079416531604535
665,5,1,1,23,4,0.18557536466774716
666,6,1,1,23,4,0.13330632090761751
667,7,1,1,23,4,0.19692058346839547
668,8,1,1,23,4,0.028363047001620744
669,9,1,1,23,4,0.2970016207455429
670,10,1,1,23,4,0.11345218800648298
671,11,1,1,23,4,0.019043760129659644
672,12,1,1,23,4,0.15235008103727715
673,13,1,1,23,4,0.3087520259319287
674,14,1,1,23,4,0.02957860615883306
675,15,1,1,23,4,0.01620745542949757
676,16,1,1,23,4,0.14181523500810372
677,17,1,1,23,4,0.33427876823338737
678,18,1,1,23,4,0.28363047001620745
679,19,1,1,23,4,0.07171799027552674
680,20,1,1,23,4,0.3581847649918963
681,21,1,1,23,4,0.2986223662884927
682,22,1,1,23,4,0.03646677471636953
683,23,1,1,23,4,0.20583468395461912
684,24,1,1,23,4,0.004051863857374392
685,25,1,1,23,4,0.6158833063209076
686,26,1,1,23,4,0.04740680713128039
687,27,1,1,23,4,0.21150729335494328
688,28,1,1,23,4,0.09319286871961102
689,29,1,1,23,4,0.025526742301458672
690,0,1,2,0,5,0.17990275526742303
691,1,1,2,0,5,0.10818476499189628
692,2,1,2,0,5,0.146677471636953
693,3,1,2,0,5,0.31280388978930307
694,4,1,2,0,5,0.055105348460291734
695,5,1,2,0,5,0.19003241491085898
696,6,1,2,0,5,0.10656401944894651
697,7,1,2,0,5,0.17949756888168558
698,8,1,2,0,5,0.04254457050243112
699,9,1,2,0,5,0.3358995137763371
