,pickup_cluster,month,day,hour,dayofweek,count
17400,13,1,27,11,1,0.07092198581560284
17401,14,1,27,11,1,0.014184397163120567
17402,15,1,27,11,1,0.004728132387706856
17403,16,1,27,11,1,0.0591016548463357
17404,17,1,27,11,1,0.054373522458628844
17405,18,1,27,11,1,0.04964539007092199
17406,19,1,27,11,1,0.037825059101654845
17407,20,1,27,11,1,0.05200945626477541
17408,21,1,27,11,1,0.05673758865248227
17409,22,1,27,11,1,0.018912529550827423
17410,23,1,27,11,1,0.054373522458628844
17411,24,1,27,11,1,0.01182033096926714
17412,25,1,27,11,1,0.04491725768321513
17413,26,1,27,11,1,0.002364066193853428
17414,27,1,27,11,1,0.09219858156028368
17415,28,1,27,11,1,0.07328605200945626
17416,29,1,27,11,1,0.0070921985815602835
17417,0,1,27,12,1,0.06855791962174941
17418,1,1,27,12,1,0.004728132387706856
17419,2,1,27,12,1,0.1276595744680851
17420,3,1,27,12,1,0.04018912529550828
17421,4,1,27,12,1,0.002364066193853428
17422,5,1,27,12,1,0.054373522458628844
17423,6,1,27,12,1,0.06382978723404255
17424,7,1,27,12,1,0.06619385342789598
17425,9,1,27,12,1,0.026004728132387706
17426,10,1,27,12,1,0.02364066193853428
17427,11,1,27,12,1,0.002364066193853428
17428,12,1,27,12,1,0.05200945626477541
17429,13,1,27,12,1,0.06619385342789598
17430,14,1,27,12,1,0.014184397163120567
17431,15,1,27,12,1,0.002364066193853428
17432,16,1,27,12,1,0.0851063829787234
17433,17,1,27,12,1,0.05200945626477541
17434,18,1,27,12,1,0.04018912529550828
17435,19,1,27,12,1,0.01182033096926714
17436,20,1,27,12,1,0.04728132387706856
17437,21,1,27,12,1,0.06855791962174941
17438,22,1,27,12,1,0.016548463356973995
17439,23,1,27,12,1,0.05673758865248227
17440,25,1,27,12,1,0.07565011820330969
17441,26,1,27,12,1,0.002364066193853428
17442,27,1,27,12,1,0.0591016548463357
17443,28,1,27,12,1,0.06619385342789598
17444,29,1,27,12,1,0.009456264775413711
17445,0,1,27,13,1,0.02127659574468085
17446,2,1,27,13,1,0.026004728132387706
17447,3,1,27,13,1,0.0070921985815602835
17448,4,1,27,13,1,0.002364066193853428
17449,5,1,27,13,1,0.014184397163120567
17450,6,1,27,13,1,0.01182033096926714
17451,7,1,27,13,1,0.014184397163120567
17452,9,1,27,13,1,0.016548463356973995
17453,10,1,27,13,1,0.01182033096926714
17454,12,1,27,13,1,0.026004728132387706
17455,13,1,27,13,1,0.009456264775413711
17456,16,1,27,13,1,0.026004728132387706
17457,17,1,27,13,1,0.01182033096926714
17458,18,1,27,13,1,0.009456264775413711
17459,19,1,27,13,1,0.01182033096926714
17460,20,1,27,13,1,0.018912529550827423
17461,21,1,27,13,1,0.014184397163120567
17462,22,1,27,13,1,0.002364066193853428
17463,23,1,27,13,1,0.03309692671394799
17464,25,1,27,13,1,0.02127659574468085
17465,26,1,27,13,1,0.002364066193853428
17466,27,1,27,13,1,0.026004728132387706
17467,28,1,27,13,1,0.03546099290780142
17468,0,1,27,14,1,0.07328605200945626
17469,1,1,27,14,1,0.002364066193853428
17470,2,1,27,14,1,0.16548463356973994
17471,3,1,27,14,1,0.06619385342789598
17472,4,1,27,14,1,0.002364066193853428
17473,5,1,27,14,1,0.09929078014184398
17474,6,1,27,14,1,0.10401891252955082
17475,7,1,27,14,1,0.07801418439716312
17476,8,1,27,14,1,0.002364066193853428
17477,9,1,27,14,1,0.037825059101654845
17478,10,1,27,14,1,0.05673758865248227
17479,11,1,27,14,1,0.002364066193853428
17480,12,1,27,14,1,0.0851063829787234
17481,13,1,27,14,1,0.1016548463356974
17482,14,1,27,14,1,0.018912529550827423
17483,15,1,27,14,1,0.002364066193853428
17484,16,1,27,14,1,0.08747044917257683
17485,17,1,27,14,1,0.0591016548463357
17486,18,1,27,14,1,0.06619385342789598
17487,19,1,27,14,1,0.030732860520094562
17488,20,1,27,14,1,0.08274231678486997
17489,21,1,27,14,1,0.10401891252955082
17490,22,1,27,14,1,0.009456264775413711
17491,23,1,27,14,1,0.09456264775413711
17492,25,1,27,14,1,0.09219858156028368
17493,27,1,27,14,1,0.07328605200945626
17494,28,1,27,14,1,0.14184397163120568
17495,29,1,27,14,1,0.01182033096926714
17496,0,1,27,15,1,0.02127659574468085
17497,1,1,27,15,1,0.004728132387706856
17498,2,1,27,15,1,0.030732860520094562
17499,3,1,27,15,1,0.009456264775413711
17500,5,1,27,15,1,0.018912529550827423
17501,6,1,27,15,1,0.016548463356973995
17502,7,1,27,15,1,0.01182033096926714
17503,9,1,27,15,1,0.016548463356973995
17504,10,1,27,15,1,0.018912529550827423
17505,12,1,27,15,1,0.002364066193853428
17506,13,1,27,15,1,0.028368794326241134
17507,14,1,27,15,1,0.002364066193853428
17508,15,1,27,15,1,0.002364066193853428
17509,16,1,27,15,1,0.02127659574468085
17510,17,1,27,15,1,0.016548463356973995
17511,18,1,27,15,1,0.009456264775413711
17512,19,1,27,15,1,0.009456264775413711
17513,20,1,27,15,1,0.018912529550827423
17514,21,1,27,15,1,0.018912529550827423
17515,22,1,27,15,1,0.0070921985815602835
17516,23,1,27,15,1,0.02127659574468085
17517,25,1,27,15,1,0.016548463356973995
17518,27,1,27,15,1,0.02364066193853428
17519,28,1,27,15,1,0.026004728132387706
17520,0,1,27,16,1,0.014184397163120567
17521,2,1,27,16,1,0.02127659574468085
17522,3,1,27,16,1,0.014184397163120567
17523,5,1,27,16,1,0.016548463356973995
17524,6,1,27,16,1,0.002364066193853428
17525,7,1,27,16,1,0.002364066193853428
17526,10,1,27,16,1,0.002364066193853428
17527,12,1,27,16,1,0.01182033096926714
17528,13,1,27,16,1,0.02127659574468085
17529,16,1,27,16,1,0.009456264775413711
17530,17,1,27,16,1,0.009456264775413711
17531,18,1,27,16,1,0.01182033096926714
17532,19,1,27,16,1,0.002364066193853428
17533,20,1,27,16,1,0.009456264775413711
17534,21,1,27,16,1,0.02127659574468085
17535,22,1,27,16,1,0.004728132387706856
17536,23,1,27,16,1,0.01182033096926714
17537,25,1,27,16,1,0.014184397163120567
17538,27,1,27,16,1,0.02127659574468085
17539,28,1,27,16,1,0.026004728132387706
17540,29,1,27,16,1,0.004728132387706856
17541,0,1,27,17,1,0.2978723404255319
17542,1,1,27,17,1,0.009456264775413711
17543,2,1,27,17,1,0.3215130023640662
17544,3,1,27,17,1,0.23167848699763594
17545,4,1,27,17,1,0.009456264775413711
17546,5,1,27,17,1,0.19858156028368795
17547,6,1,27,17,1,0.2222222222222222
17548,7,1,27,17,1,0.21513002364066194
17549,8,1,27,17,1,0.016548463356973995
17550,9,1,27,17,1,0.08983451536643026
17551,10,1,27,17,1,0.16784869976359337
17552,11,1,27,17,1,0.01182033096926714
17553,12,1,27,17,1,0.25295508274231676
17554,13,1,27,17,1,0.37825059101654845
17555,14,1,27,17,1,0.06855791962174941
17556,15,1,27,17,1,0.004728132387706856
17557,16,1,27,17,1,0.24113475177304963
17558,17,1,27,17,1,0.20094562647754138
17559,18,1,27,17,1,0.1938534278959811
17560,19,1,27,17,1,0.0851063829787234
17561,20,1,27,17,1,0.20567375886524822
17562,21,1,27,17,1,0.18439716312056736
17563,22,1,27,17,1,0.02127659574468085
17564,23,1,27,17,1,0.24822695035460993
17565,24,1,27,17,1,0.0070921985815602835
17566,25,1,27,17,1,0.31678486997635935
17567,27,1,27,17,1,0.3664302600472813
17568,28,1,27,17,1,0.3144208037825059
17569,29,1,27,17,1,0.030732860520094562
17570,0,1,27,18,1,0.26004728132387706
17571,1,1,27,18,1,0.002364066193853428
17572,2,1,27,18,1,0.26004728132387706
17573,3,1,27,18,1,0.2222222222222222
17574,4,1,27,18,1,0.004728132387706856
17575,5,1,27,18,1,0.13711583924349882
17576,6,1,27,18,1,0.16312056737588654
17577,7,1,27,18,1,0.20567375886524822
17578,8,1,27,18,1,0.009456264775413711
17579,9,1,27,18,1,0.09456264775413711
17580,10,1,27,18,1,0.09692671394799054
17581,11,1,27,18,1,0.018912529550827423
17582,12,1,27,18,1,0.1773049645390071
17583,13,1,27,18,1,0.2789598108747045
17584,14,1,27,18,1,0.030732860520094562
17585,15,1,27,18,1,0.002364066193853428
17586,16,1,27,18,1,0.1702127659574468
17587,17,1,27,18,1,0.15602836879432624
17588,18,1,27,18,1,0.15130023640661938
17589,19,1,27,18,1,0.0425531914893617
17590,20,1,27,18,1,0.2127659574468085
17591,21,1,27,18,1,0.16784869976359337
17592,22,1,27,18,1,0.030732860520094562
17593,23,1,27,18,1,0.1867612293144208
17594,25,1,27,18,1,0.18912529550827423
17595,26,1,27,18,1,0.002364066193853428
17596,27,1,27,18,1,0.3191489361702128
17597,28,1,27,18,1,0.2127659574468085
17598,29,1,27,18,1,0.016548463356973995
17599,0,1,27,19,1,0.2789598108747045
17600,1,1,27,19,1,0.002364066193853428
17601,2,1,27,19,1,0.2293144208037825
17602,3,1,27,19,1,0.20567375886524822
17603,4,1,27,19,1,0.018912529550827423
17604,5,1,27,19,1,0.1276595744680851
17605,6,1,27,19,1,0.1938534278959811
17606,7,1,27,19,1,0.20567375886524822
17607,8,1,27,19,1,0.016548463356973995
17608,9,1,27,19,1,0.1182033096926714
17609,10,1,27,19,1,0.13711583924349882
17610,11,1,27,19,1,0.016548463356973995
17611,12,1,27,19,1,0.1938534278959811
17612,13,1,27,19,1,0.3309692671394799
17613,14,1,27,19,1,0.02364066193853428
17614,16,1,27,19,1,0.20567375886524822
17615,17,1,27,19,1,0.18439716312056736
17616,18,1,27,19,1,0.19621749408983452
17617,19,1,27,19,1,0.07565011820330969
17618,20,1,27,19,1,0.2222222222222222
17619,21,1,27,19,1,0.22695035460992907
17620,22,1,27,19,1,0.030732860520094562
17621,23,1,27,19,1,0.2198581560283688
17622,25,1,27,19,1,0.2978723404255319
17623,27,1,27,19,1,0.32860520094562645
17624,28,1,27,19,1,0.19148936170212766
17625,29,1,27,19,1,0.030732860520094562
17626,0,1,27,20,1,0.14420803782505912
17627,1,1,27,20,1,0.014184397163120567
17628,2,1,27,20,1,0.09692671394799054
17629,3,1,27,20,1,0.10401891252955082
17630,4,1,27,20,1,0.009456264775413711
17631,5,1,27,20,1,0.09692671394799054
17632,6,1,27,20,1,0.08983451536643026
17633,7,1,27,20,1,0.1182033096926714
17634,8,1,27,20,1,0.01182033096926714
17635,9,1,27,20,1,0.06855791962174941
17636,10,1,27,20,1,0.07328605200945626
17637,11,1,27,20,1,0.002364066193853428
17638,12,1,27,20,1,0.09692671394799054
17639,13,1,27,20,1,0.14420803782505912
17640,14,1,27,20,1,0.01182033096926714
17641,15,1,27,20,1,0.0070921985815602835
17642,16,1,27,20,1,0.07328605200945626
17643,17,1,27,20,1,0.09692671394799054
17644,18,1,27,20,1,0.09456264775413711
17645,19,1,27,20,1,0.030732860520094562
17646,20,1,27,20,1,0.11347517730496454
17647,21,1,27,20,1,0.10638297872340426
17648,22,1,27,20,1,0.016548463356973995
17649,23,1,27,20,1,0.07565011820330969
17650,25,1,27,20,1,0.1276595744680851
17651,26,1,27,20,1,0.002364066193853428
17652,27,1,27,20,1,0.1607565011820331
17653,28,1,27,20,1,0.06382978723404255
17654,29,1,27,20,1,0.009456264775413711
17655,0,1,27,21,1,0.030732860520094562
17656,1,1,27,21,1,0.002364066193853428
17657,2,1,27,21,1,0.018912529550827423
17658,3,1,27,21,1,0.03309692671394799
17659,5,1,27,21,1,0.030732860520094562
17660,6,1,27,21,1,0.0425531914893617
17661,7,1,27,21,1,0.028368794326241134
17662,8,1,27,21,1,0.0070921985815602835
17663,9,1,27,21,1,0.02127659574468085
17664,10,1,27,21,1,0.018912529550827423
17665,11,1,27,21,1,0.002364066193853428
17666,12,1,27,21,1,0.014184397163120567
17667,13,1,27,21,1,0.028368794326241134
17668,14,1,27,21,1,0.004728132387706856
17669,16,1,27,21,1,0.03309692671394799
17670,17,1,27,21,1,0.03546099290780142
17671,18,1,27,21,1,0.0425531914893617
17672,19,1,27,21,1,0.0070921985815602835
17673,20,1,27,21,1,0.037825059101654845
17674,21,1,27,21,1,0.028368794326241134
17675,22,1,27,21,1,0.002364066193853428
17676,23,1,27,21,1,0.04728132387706856
17677,24,1,27,21,1,0.004728132387706856
17678,25,1,27,21,1,0.04491725768321513
17679,27,1,27,21,1,0.03546099290780142
17680,28,1,27,21,1,0.014184397163120567
17681,29,1,27,21,1,0.002364066193853428
17682,0,1,27,22,1,0.054373522458628844
17683,1,1,27,22,1,0.009456264775413711
17684,2,1,27,22,1,0.04491725768321513
17685,3,1,27,22,1,0.0591016548463357
17686,4,1,27,22,1,0.01182033096926714
17687,5,1,27,22,1,0.04728132387706856
17688,6,1,27,22,1,0.03546099290780142
17689,7,1,27,22,1,0.054373522458628844
17690,8,1,27,22,1,0.009456264775413711
17691,9,1,27,22,1,0.0591016548463357
17692,10,1,27,22,1,0.037825059101654845
17693,11,1,27,22,1,0.0070921985815602835
17694,12,1,27,22,1,0.0425531914893617
17695,13,1,27,22,1,0.07801418439716312
17696,14,1,27,22,1,0.004728132387706856
17697,15,1,27,22,1,0.0070921985815602835
17698,16,1,27,22,1,0.04964539007092199
17699,17,1,27,22,1,0.06855791962174941
17700,18,1,27,22,1,0.03309692671394799
17701,19,1,27,22,1,0.014184397163120567
17702,20,1,27,22,1,0.08037825059101655
17703,21,1,27,22,1,0.07328605200945626
17704,22,1,27,22,1,0.004728132387706856
17705,23,1,27,22,1,0.028368794326241134
17706,24,1,27,22,1,0.002364066193853428
17707,25,1,27,22,1,0.1111111111111111
17708,26,1,27,22,1,0.0070921985815602835
17709,27,1,27,22,1,0.06619385342789598
17710,28,1,27,22,1,0.03546099290780142
17711,29,1,27,22,1,0.014184397163120567
17712,0,1,27,23,1,0.0425531914893617
17713,1,1,27,23,1,0.026004728132387706
17714,2,1,27,23,1,0.026004728132387706
17715,3,1,27,23,1,0.05673758865248227
17716,4,1,27,23,1,0.016548463356973995
17717,5,1,27,23,1,0.03309692671394799
17718,6,1,27,23,1,0.014184397163120567
17719,7,1,27,23,1,0.04018912529550828
17720,8,1,27,23,1,0.01182033096926714
17721,9,1,27,23,1,0.04491725768321513
17722,10,1,27,23,1,0.028368794326241134
17723,11,1,27,23,1,0.004728132387706856
17724,12,1,27,23,1,0.04491725768321513
17725,13,1,27,23,1,0.061465721040189124
17726,14,1,27,23,1,0.004728132387706856
17727,15,1,27,23,1,0.002364066193853428
17728,16,1,27,23,1,0.02127659574468085
17729,17,1,27,23,1,0.04491725768321513
17730,18,1,27,23,1,0.06382978723404255
17731,19,1,27,23,1,0.01182033096926714
17732,20,1,27,23,1,0.06619385342789598
17733,21,1,27,23,1,0.05673758865248227
17734,22,1,27,23,1,0.01182033096926714
17735,23,1,27,23,1,0.06855791962174941
17736,24,1,27,23,1,0.002364066193853428
17737,25,1,27,23,1,0.08037825059101655
17738,26,1,27,23,1,0.002364066193853428
17739,27,1,27,23,1,0.05200945626477541
17740,28,1,27,23,1,0.03309692671394799
17741,29,1,27,23,1,0.01182033096926714
17742,0,1,28,0,2,0.02364066193853428
17743,1,1,28,0,2,0.002364066193853428
17744,2,1,28,0,2,0.02127659574468085
17745,3,1,28,0,2,0.07328605200945626
17746,4,1,28,0,2,0.0070921985815602835
17747,5,1,28,0,2,0.03309692671394799
17748,6,1,28,0,2,0.026004728132387706
17749,7,1,28,0,2,0.03309692671394799
17750,8,1,28,0,2,0.030732860520094562
17751,9,1,28,0,2,0.04728132387706856
17752,10,1,28,0,2,0.028368794326241134
17753,11,1,28,0,2,0.0070921985815602835
17754,12,1,28,0,2,0.028368794326241134
17755,13,1,28,0,2,0.05200945626477541
17756,14,1,28,0,2,0.0070921985815602835
17757,16,1,28,0,2,0.026004728132387706
17758,17,1,28,0,2,0.04491725768321513
17759,18,1,28,0,2,0.02364066193853428
17760,19,1,28,0,2,0.014184397163120567
17761,20,1,28,0,2,0.07801418439716312
17762,21,1,28,0,2,0.06619385342789598
17763,22,1,28,0,2,0.009456264775413711
17764,23,1,28,0,2,0.028368794326241134
17765,25,1,28,0,2,0.0851063829787234
17766,27,1,28,0,2,0.04018912529550828
17767,28,1,28,0,2,0.026004728132387706
17768,29,1,28,0,2,0.016548463356973995
17769,0,1,28,2,2,0.01182033096926714
17770,1,1,28,2,2,0.002364066193853428
17771,2,1,28,2,2,0.02127659574468085
17772,3,1,28,2,2,0.014184397163120567
17773,5,1,28,2,2,0.01182033096926714
17774,6,1,28,2,2,0.0070921985815602835
17775,7,1,28,2,2,0.016548463356973995
17776,8,1,28,2,2,0.014184397163120567
17777,9,1,28,2,2,0.037825059101654845
17778,10,1,28,2,2,0.0070921985815602835
17779,13,1,28,2,2,0.014184397163120567
17780,14,1,28,2,2,0.01182033096926714
17781,16,1,28,2,2,0.004728132387706856
17782,17,1,28,2,2,0.04964539007092199
17783,18,1,28,2,2,0.030732860520094562
17784,19,1,28,2,2,0.004728132387706856
17785,20,1,28,2,2,0.02127659574468085
17786,21,1,28,2,2,0.02127659574468085
17787,22,1,28,2,2,0.004728132387706856
17788,23,1,28,2,2,0.01182033096926714
17789,25,1,28,2,2,0.037825059101654845
17790,27,1,28,2,2,0.018912529550827423
17791,28,1,28,2,2,0.004728132387706856
17792,29,1,28,2,2,0.0070921985815602835
17793,0,1,28,3,2,0.004728132387706856
17794,2,1,28,3,2,0.004728132387706856
17795,3,1,28,3,2,0.016548463356973995
17796,4,1,28,3,2,0.002364066193853428
17797,5,1,28,3,2,0.009456264775413711
17798,6,1,28,3,2,0.009456264775413711
17799,7,1,28,3,2,0.009456264775413711
17800,8,1,28,3,2,0.014184397163120567
17801,9,1,28,3,2,0.02127659574468085
17802,10,1,28,3,2,0.002364066193853428
17803,12,1,28,3,2,0.004728132387706856
17804,13,1,28,3,2,0.004728132387706856
17805,14,1,28,3,2,0.01182033096926714
17806,16,1,28,3,2,0.0070921985815602835
17807,17,1,28,3,2,0.02364066193853428
17808,18,1,28,3,2,0.03309692671394799
17809,20,1,28,3,2,0.014184397163120567
17810,21,1,28,3,2,0.016548463356973995
17811,23,1,28,3,2,0.004728132387706856
17812,25,1,28,3,2,0.0070921985815602835
17813,27,1,28,3,2,0.004728132387706856
17814,28,1,28,3,2,0.002364066193853428
17815,29,1,28,3,2,0.002364066193853428
17816,0,1,28,5,2,0.01182033096926714
17817,1,1,28,5,2,0.009456264775413711
17818,2,1,28,5,2,0.01182033096926714
17819,3,1,28,5,2,0.014184397163120567
17820,4,1,28,5,2,0.002364066193853428
17821,5,1,28,5,2,0.02364066193853428
17822,6,1,28,5,2,0.014184397163120567
17823,7,1,28,5,2,0.004728132387706856
17824,8,1,28,5,2,0.0070921985815602835
17825,9,1,28,5,2,0.018912529550827423
17826,10,1,28,5,2,0.01182033096926714
17827,11,1,28,5,2,0.0070921985815602835
17828,12,1,28,5,2,0.018912529550827423
17829,13,1,28,5,2,0.016548463356973995
17830,14,1,28,5,2,0.028368794326241134
17831,15,1,28,5,2,0.002364066193853428
17832,16,1,28,5,2,0.01182033096926714
17833,17,1,28,5,2,0.018912529550827423
17834,18,1,28,5,2,0.02127659574468085
17835,19,1,28,5,2,0.014184397163120567
17836,20,1,28,5,2,0.016548463356973995
17837,21,1,28,5,2,0.02364066193853428
17838,22,1,28,5,2,0.002364066193853428
17839,23,1,28,5,2,0.014184397163120567
17840,25,1,28,5,2,0.02364066193853428
17841,26,1,28,5,2,0.004728132387706856
17842,27,1,28,5,2,0.01182033096926714
17843,28,1,28,5,2,0.002364066193853428
17844,29,1,28,5,2,0.002364066193853428
17845,0,1,28,6,2,0.06855791962174941
17846,1,1,28,6,2,0.0070921985815602835
17847,2,1,28,6,2,0.10401891252955082
17848,3,1,28,6,2,0.04491725768321513
17849,4,1,28,6,2,0.04491725768321513
17850,5,1,28,6,2,0.04964539007092199
17851,6,1,28,6,2,0.06382978723404255
17852,7,1,28,6,2,0.0425531914893617
17853,8,1,28,6,2,0.004728132387706856
17854,9,1,28,6,2,0.03546099290780142
17855,10,1,28,6,2,0.06619385342789598
17856,11,1,28,6,2,0.009456264775413711
17857,12,1,28,6,2,0.1182033096926714
17858,13,1,28,6,2,0.037825059101654845
17859,14,1,28,6,2,0.08274231678486997
17860,15,1,28,6,2,0.0070921985815602835
17861,16,1,28,6,2,0.0851063829787234
17862,17,1,28,6,2,0.06855791962174941
17863,18,1,28,6,2,0.12529550827423167
17864,19,1,28,6,2,0.04491725768321513
17865,20,1,28,6,2,0.09219858156028368
17866,21,1,28,6,2,0.08037825059101655
17867,22,1,28,6,2,0.037825059101654845
17868,23,1,28,6,2,0.04728132387706856
17869,24,1,28,6,2,0.004728132387706856
17870,25,1,28,6,2,0.16548463356973994
17871,26,1,28,6,2,0.004728132387706856
17872,27,1,28,6,2,0.037825059101654845
17873,28,1,28,6,2,0.05673758865248227
17874,29,1,28,6,2,0.03546099290780142
17875,0,1,28,7,2,0.17494089834515367
17876,1,1,28,7,2,0.01182033096926714
17877,2,1,28,7,2,0.2695035460992908
17878,3,1,28,7,2,0.12056737588652482
17879,4,1,28,7,2,0.02364066193853428
17880,5,1,28,7,2,0.12056737588652482
17881,6,1,28,7,2,0.18203309692671396
17882,7,1,28,7,2,0.11347517730496454
17883,8,1,28,7,2,0.0070921985815602835
17884,9,1,28,7,2,0.08037825059101655
17885,10,1,28,7,2,0.13002364066193853
17886,11,1,28,7,2,0.009456264775413711
17887,12,1,28,7,2,0.2033096926713948
17888,13,1,28,7,2,0.07565011820330969
17889,14,1,28,7,2,0.08747044917257683
17890,15,1,28,7,2,0.01182033096926714
17891,16,1,28,7,2,0.27423167848699764
17892,17,1,28,7,2,0.1536643026004728
17893,18,1,28,7,2,0.35224586288416077
17894,19,1,28,7,2,0.06855791962174941
17895,20,1,28,7,2,0.17257683215130024
17896,21,1,28,7,2,0.20094562647754138
17897,22,1,28,7,2,0.037825059101654845
17898,23,1,28,7,2,0.1536643026004728
17899,24,1,28,7,2,0.002364066193853428
17900,25,1,28,7,2,0.2860520094562648
17901,26,1,28,7,2,0.004728132387706856
17902,27,1,28,7,2,0.10874704491725769
17903,28,1,28,7,2,0.13002364066193853
17904,29,1,28,7,2,0.05200945626477541
17905,0,1,28,8,2,0.19148936170212766
17906,1,1,28,8,2,0.018912529550827423
17907,2,1,28,8,2,0.2222222222222222
17908,3,1,28,8,2,0.1016548463356974
17909,4,1,28,8,2,0.01182033096926714
17910,5,1,28,8,2,0.10638297872340426
17911,6,1,28,8,2,0.17494089834515367
17912,7,1,28,8,2,0.12293144208037825
17913,8,1,28,8,2,0.002364066193853428
17914,9,1,28,8,2,0.061465721040189124
17915,10,1,28,8,2,0.1016548463356974
17916,11,1,28,8,2,0.02364066193853428
17917,12,1,28,8,2,0.12293144208037825
17918,13,1,28,8,2,0.07801418439716312
17919,14,1,28,8,2,0.04964539007092199
17920,15,1,28,8,2,0.009456264775413711
17921,16,1,28,8,2,0.15130023640661938
17922,17,1,28,8,2,0.15130023640661938
17923,18,1,28,8,2,0.24822695035460993
17924,19,1,28,8,2,0.09456264775413711
17925,20,1,28,8,2,0.1347517730496454
17926,21,1,28,8,2,0.22458628841607564
17927,22,1,28,8,2,0.030732860520094562
17928,23,1,28,8,2,0.15130023640661938
17929,24,1,28,8,2,0.004728132387706856
17930,25,1,28,8,2,0.19621749408983452
17931,26,1,28,8,2,0.0070921985815602835
17932,27,1,28,8,2,0.13002364066193853
17933,28,1,28,8,2,0.17966903073286053
17934,29,1,28,8,2,0.03309692671394799
17935,0,1,28,9,2,0.3144208037825059
17936,1,1,28,9,2,0.014184397163120567
17937,2,1,28,9,2,0.18203309692671396
17938,3,1,28,9,2,0.1347517730496454
17939,4,1,28,9,2,0.0070921985815602835
17940,5,1,28,9,2,0.13238770685579196
17941,6,1,28,9,2,0.1938534278959811
17942,7,1,28,9,2,0.16784869976359337
17943,8,1,28,9,2,0.0070921985815602835
17944,9,1,28,9,2,0.05673758865248227
17945,10,1,28,9,2,0.15602836879432624
17946,11,1,28,9,2,0.009456264775413711
17947,12,1,28,9,2,0.14657210401891252
17948,13,1,28,9,2,0.06619385342789598
17949,14,1,28,9,2,0.04728132387706856
17950,15,1,28,9,2,0.014184397163120567
17951,16,1,28,9,2,0.16548463356973994
17952,17,1,28,9,2,0.18203309692671396
17953,18,1,28,9,2,0.23167848699763594
17954,19,1,28,9,2,0.0851063829787234
17955,20,1,28,9,2,0.17257683215130024
17956,21,1,28,9,2,0.24113475177304963
17957,22,1,28,9,2,0.030732860520094562
17958,23,1,28,9,2,0.17257683215130024
17959,24,1,28,9,2,0.004728132387706856
17960,25,1,28,9,2,0.1276595744680851
17961,26,1,28,9,2,0.009456264775413711
17962,27,1,28,9,2,0.13947990543735225
17963,28,1,28,9,2,0.20803782505910165
17964,29,1,28,9,2,0.04964539007092199
17965,0,1,28,10,2,0.10874704491725769
17966,1,1,28,10,2,0.01182033096926714
17967,2,1,28,10,2,0.0851063829787234
17968,3,1,28,10,2,0.06855791962174941
17969,4,1,28,10,2,0.004728132387706856
17970,5,1,28,10,2,0.04018912529550828
17971,6,1,28,10,2,0.06855791962174941
17972,7,1,28,10,2,0.054373522458628844
17973,8,1,28,10,2,0.004728132387706856
17974,9,1,28,10,2,0.028368794326241134
17975,10,1,28,10,2,0.09219858156028368
17976,11,1,28,10,2,0.002364066193853428
17977,12,1,28,10,2,0.04964539007092199
17978,13,1,28,10,2,0.06855791962174941
17979,14,1,28,10,2,0.014184397163120567
17980,15,1,28,10,2,0.002364066193853428
17981,16,1,28,10,2,0.0851063829787234
17982,17,1,28,10,2,0.09692671394799054
17983,18,1,28,10,2,0.1111111111111111
17984,19,1,28,10,2,0.02127659574468085
17985,20,1,28,10,2,0.08747044917257683
17986,21,1,28,10,2,0.07092198581560284
17987,22,1,28,10,2,0.0070921985815602835
17988,23,1,28,10,2,0.07328605200945626
17989,25,1,28,10,2,0.09456264775413711
17990,26,1,28,10,2,0.004728132387706856
17991,27,1,28,10,2,0.07801418439716312
17992,28,1,28,10,2,0.10401891252955082
17993,29,1,28,10,2,0.01182033096926714
17994,0,1,28,11,2,0.17494089834515367
17995,1,1,28,11,2,0.04491725768321513
17996,2,1,28,11,2,0.17494089834515367
17997,3,1,28,11,2,0.10638297872340426
17998,4,1,28,11,2,0.02127659574468085
17999,5,1,28,11,2,0.08274231678486997
18000,6,1,28,11,2,0.08274231678486997
18001,7,1,28,11,2,0.10401891252955082
18002,8,1,28,11,2,0.002364066193853428
18003,9,1,28,11,2,0.05200945626477541
18004,10,1,28,11,2,0.07328605200945626
18005,11,1,28,11,2,0.004728132387706856
18006,12,1,28,11,2,0.10401891252955082
18007,13,1,28,11,2,0.08274231678486997
18008,14,1,28,11,2,0.009456264775413711
18009,16,1,28,11,2,0.09692671394799054
18010,17,1,28,11,2,0.09456264775413711
18011,18,1,28,11,2,0.14657210401891252
18012,19,1,28,11,2,0.03309692671394799
18013,20,1,28,11,2,0.1347517730496454
18014,21,1,28,11,2,0.1347517730496454
18015,22,1,28,11,2,0.016548463356973995
18016,23,1,28,11,2,0.09692671394799054
18017,25,1,28,11,2,0.12056737588652482
18018,26,1,28,11,2,0.03546099290780142
18019,27,1,28,11,2,0.1867612293144208
18020,28,1,28,11,2,0.14893617021276595
18021,29,1,28,11,2,0.01182033096926714
18022,0,1,28,12,2,0.19858156028368795
18023,1,1,28,12,2,0.04018912529550828
18024,2,1,28,12,2,0.17494089834515367
18025,3,1,28,12,2,0.10638297872340426
18026,5,1,28,12,2,0.06855791962174941
18027,6,1,28,12,2,0.13238770685579196
18028,7,1,28,12,2,0.12056737588652482
18029,8,1,28,12,2,0.009456264775413711
18030,9,1,28,12,2,0.04491725768321513
18031,10,1,28,12,2,0.09929078014184398
18032,11,1,28,12,2,0.004728132387706856
18033,12,1,28,12,2,0.10401891252955082
